ZXR1500,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32330,36, State-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR32331,43, Local-gov, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female
ZXR32332,25, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female
ZXR32333,17, Private, 10th,6, Never-married, Priv-house-serv, Other-relative, White, Male
ZXR32334,45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32335,30, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR32336,40, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR32337,31, Local-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR32338,42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32339,53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32340,37, Private, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32341,37, State-gov, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female
ZXR32342,54, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female
ZXR32343,36, Private, HS-grad,9, Divorced, Other-service, Own-child, White, Female
ZXR32344,46, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female
ZXR32345,46, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR32346,32, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32347,17, Private, 11th,7, Never-married, Craft-repair, Own-child, White, Male
ZXR32348,42, State-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Male
ZXR32349,37, Local-gov, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR32350,29, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32351,54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32352,38, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32353,46, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32354,24, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32355,57, Private, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32356,59, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32357,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32358,35, Private, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female
ZXR32359,53, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32360,26, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male
ZXR32361,55, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male
ZXR32362,46, Private, HS-grad,9, Separated, Other-service, Not-in-family, Black, Female
ZXR32363,44, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male
ZXR32364,30, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male
ZXR32365,24, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32366,32, Private, 10th,6, Married-spouse-absent, Other-service, Not-in-family, Black, Female
ZXR32367,35, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female
ZXR32368,67, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male
ZXR32369,56, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32370,26, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male
ZXR32371,46, Private, Assoc-acdm,12, Widowed, Tech-support, Unmarried, White, Female
ZXR32372,52, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32373,38, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male
ZXR32374,31, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Male
ZXR32375,53, Private, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male
ZXR32376,27, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male
ZXR32377,39, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32378,22, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR32379,37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32380,20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male
ZXR32381,60, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32382,51, Private, Assoc-voc,11, Divorced, Tech-support, Unmarried, Black, Female
ZXR32383,57, Federal-gov, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female
ZXR32384,59, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32385,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32386,35, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female
ZXR32387,43, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR32388,17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male
ZXR32389,45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32390,18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female
ZXR32391,52, Private, 12th,8, Separated, Machine-op-inspct, Other-relative, White, Female
ZXR32392,18, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32393,20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male
ZXR32394,34, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male
ZXR32395,19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female
ZXR32396,18, ?, 12th,8, Never-married, ?, Own-child, White, Female
ZXR32397,17, Local-gov, 9th,5, Never-married, Other-service, Own-child, White, Male
ZXR32398,30, Federal-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32399,29, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female
ZXR32400,30, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR32401,18, Private, 9th,5, Never-married, Other-service, Own-child, White, Male
ZXR32402,50, State-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female
ZXR32403,22, Private, HS-grad,9, Never-married, Sales, Other-relative, White, Male
ZXR32404,21, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female
ZXR32405,39, Self-emp-not-inc, 9th,5, Married-civ-spouse, Farming-fishing, Other-relative, White, Male
ZXR32406,20, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female
ZXR32407,62, Private, Assoc-acdm,12, Widowed, Other-service, Not-in-family, White, Female
ZXR32408,32, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR32409,38, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR32410,32, Private, Some-college,10, Separated, Tech-support, Unmarried, Black, Female
ZXR32411,55, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR32412,38, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32413,34, Private, 11th,7, Never-married, Other-service, Not-in-family, White, Male
ZXR32414,28, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male
ZXR32415,26, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female
ZXR32416,41, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32417,61, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32418,75, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32419,21, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female
ZXR32420,50, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32421,49, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32422,26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32423,39, Private, 7th-8th,4, Never-married, Other-service, Own-child, White, Male
ZXR32424,24, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male
ZXR32425,56, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32426,17, Private, 11th,7, Never-married, Other-service, Own-child, Black, Male
ZXR32427,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32428,23, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female
ZXR32429,28, ?, HS-grad,9, Never-married, ?, Not-in-family, Black, Female
ZXR32430,57, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32431,42, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR32432,25, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female
ZXR32433,22, Private, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male
ZXR32434,39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male
ZXR32435,54, Private, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female
ZXR32436,41, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR32437,43, Federal-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male
ZXR32438,19, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female
ZXR32439,35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32440,34, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32441,19, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female
ZXR32442,33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female
ZXR32443,33, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR32444,49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32445,31, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female
ZXR32446,69, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male
ZXR32447,41, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male
ZXR32448,24, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Other, Female
ZXR32449,45, State-gov, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female
ZXR32450,63, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32451,75, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32452,34, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Male
ZXR32453,69, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male
ZXR32454,33, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32455,44, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32456,45, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32457,18, Private, 11th,7, Never-married, Sales, Own-child, White, Female
ZXR32458,48, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female
ZXR32459,43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32460,26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male
ZXR32461,35, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male
ZXR32462,34, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female
ZXR32463,48, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR32464,54, Local-gov, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female
ZXR32465,57, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32466,21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR32467,28, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male
ZXR32468,51, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32469,34, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32470,41, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32471,21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32472,26, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32473,66, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female
ZXR32474,40, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male
ZXR32475,48, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female
ZXR32476,44, ?, Bachelors,13, Divorced, ?, Not-in-family, White, Male
ZXR32477,41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32478,41, Private, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32479,55, Local-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male
ZXR32480,43, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male
ZXR32481,51, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male
ZXR32482,31, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32483,30, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Craft-repair, Not-in-family, White, Male
ZXR32484,51, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR32485,31, Local-gov, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male
ZXR32486,18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male
ZXR32487,60, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR32488,29, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female
ZXR32489,33, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male
ZXR32490,34, Private, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32491,40, Self-emp-inc, Masters,14, Never-married, Other-service, Own-child, White, Male
ZXR32492,57, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female
ZXR32493,55, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR32494,40, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32495,26, State-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR32496,29, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male
ZXR32497,30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR32498,29, Private, Masters,14, Never-married, Sales, Not-in-family, White, Male
ZXR32499,43, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32500,65, Private, 11th,7, Widowed, Adm-clerical, Not-in-family, White, Female
ZXR32501,19, Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male
ZXR32502,35, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male
ZXR32503,28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32504,34, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32505,61, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32506,63, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32507,47, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32508,31, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male
ZXR32509,18, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male
ZXR32510,29, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR32511,59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32512,50, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR32513,49, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32514,60, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32515,35, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male
ZXR32516,48, Federal-gov, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male
ZXR32517,21, ?, Some-college,10, Never-married, ?, Own-child, White, Male
ZXR32518,41, Private, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, Black, Male
ZXR32519,56, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32520,26, Private, 12th,8, Never-married, Other-service, Unmarried, Black, Male
ZXR32521,53, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female
ZXR32522,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male
